//************************************************
// File Format Version 3.1
// Janus Release 2.2.10
// Acquisition Mode: Timing
// Energy Histogram Channels: 4096
// ToA/ToT LSB: 0.5 ns
// Run start time: Thu Aug 25 18:03:33 2022 UTC
//************************************************
       Tstamp_us        TrgID   Brd  Ch   ToA_LSB   ToT_LSB
          31.448            0    00  00       23      289 
         231.448            0    00  00       23      290 
         431.448            0    00  00       22      290 
         631.448            0    00  00       23      290 
         831.448            0    00  00       24      288 
        1031.448            0    00  00       23      291 
        1231.440            0    00  00       24      289 
        1431.440            0    00  00       22      290 
        1631.440            0    00  00       24      290 
        1831.440            0    00  00       23      290 
        2031.440            0    00  00       23      290 
        2231.440            0    00  00       23      289 
        2431.432            0    00  00       24      289 
        2631.432            0    00  00       23      290 
        2831.432            0    00  00       24      290 
        3031.432            0    00  00       23      290 
        3231.432            0    00  00       23      291 
        3431.432            0    00  00       23      291 
        3631.432            0    00  00       23      290 
        3831.424            0    00  00       24      288 
        4031.424            0    00  00       24      289 
        4231.424            0    00  00       23      290 
        4431.424            0    00  00       24      289 
        4631.424            0    00  00       22      291 
        4831.424            0    00  00       23      289 
        5031.416            0    00  00       23      290 
        5231.416            0    00  00       23      289 
        5431.416            0    00  00       23      289 
        5631.416            0    00  00       23      290 
        5831.416            0    00  00       23      289 
        6031.416            0    00  00       24      289 
        6231.416            0    00  00       23      289 
        6431.408            0    00  00       23      289 
        6631.408            0    00  00       23      291 
        6831.408            0    00  00       23      290 
        7031.408            0    00  00       24      289 
        7231.408            0    00  00       23      289 
        7431.408            0    00  00       24      290 
        7631.400            0    00  00       23      290 
        7831.400            0    00  00       22      290 
        8031.400            0    00  00       23      290 
        8231.400            0    00  00       24      289 
        8431.400            0    00  00       23      290 
        8631.400            0    00  00       23      291 
        8831.392            0    00  00       23      290 
        9031.392            0    00  00       24      290 
        9231.392            0    00  00       23      290 
        9431.392            0    00  00       22      290 
        9631.392            0    00  00       23      290 
        9831.392            0    00  00       24      290 
       10031.392            0    00  00       23      289 
       10231.384            0    00  00       24      289 
       10431.384            0    00  00       23      290 
       10631.384            0    00  00       23      290 
       10831.384            0    00  00       23      289 
       11031.384            0    00  00       22      291 
