//************************************************
// File Format Version 3.1
// Janus Release 2.2.10
// Acquisition Mode: Timing
// Energy Histogram Channels: 4096
// ToA/ToT LSB: 0.5 ns
// Run start time: Thu Aug 25 17:57:17 2022 UTC
//************************************************
       Tstamp_us        TrgID   Brd  Ch   ToA_LSB   ToT_LSB
         165.008            0    00  00       22      246 
         365.000            0    00  00       23      246 
         565.000            0    00  00       22      251 
         765.000            0    00  00       23      248 
         965.000            0    00  00       22      248 
        1165.000            0    00  00       23      246 
        1365.000            0    00  00       23      247 
        1565.000            0    00  00       22      250 
        1764.992            0    00  00       22      247 
        1964.992            0    00  00       23      246 
        2164.992            0    00  00       22      247 
        2364.992            0    00  00       23      246 
        2564.992            0    00  00       23      247 
        2764.992            0    00  00       23      246 
        2964.984            0    00  00       23      246 
        3164.984            0    00  00       23      246 
        3364.984            0    00  00       23      246 
        3564.984            0    00  00       22      247 
        3764.984            0    00  00       21      248 
        3964.984            0    00  00       22      246 
        4164.976            0    00  00       23      247 
        4364.976            0    00  00       22      246 
        4564.976            0    00  00       23      246 
        4764.976            0    00  00       22      248 
        4964.976            0    00  00       23      246 
        5164.976            0    00  00       23      255 
        5364.976            0    00  00       22      247 
        5564.968            0    00  00       22      248 
        5764.968            0    00  00       23      247 
        5964.968            0    00  00       22      247 
        6164.968            0    00  00       22      250 
        6364.968            0    00  00       23      247 
        6564.968            0    00  00       23      248 
        6764.960            0    00  00       23      247 
        6964.960            0    00  00       21      248 
        7164.960            0    00  00       22      247 
        7364.960            0    00  00       23      247 
        7564.960            0    00  00       22      247 
        7764.960            0    00  00       23      247 
        7964.952            0    00  00       23      247 
        8164.952            0    00  00       23      246 
        8364.952            0    00  00       23      248 
        8564.952            0    00  00       23      247 
        8764.952            0    00  00       23      246 
        8964.952            0    00  00       22      247 
        9164.952            0    00  00       22      247 
        9364.944            0    00  00       22      246 
        9564.944            0    00  00       23      245 
        9764.944            0    00  00       22      247 
        9964.944            0    00  00       23      246 
       10164.944            0    00  00       22      246 
       10364.944            0    00  00       23      247 
       10564.936            0    00  00       22      246 
       10764.936            0    00  00       21      248 
       10964.936            0    00  00       22      248 
       11164.936            0    00  00       22      247 
       11364.936            0    00  00       22      247 
       11564.936            0    00  00       22      247 
       11764.928            0    00  00       22      247 
       11964.928            0    00  00       23      246 
       12164.928            0    00  00       23      247 
       12364.928            0    00  00       22      247 
       12564.928            0    00  00       22      247 
       12764.928            0    00  00       23      247 
       12964.928            0    00  00       22      247 
       13164.920            0    00  00       22      249 
       13364.920            0    00  00       23      247 
       13564.920            0    00  00       23      246 
       13764.920            0    00  00       23      246 
       13964.920            0    00  00       22      248 
       14164.920            0    00  00       23      251 
       14364.912            0    00  00       22      246 
       14564.912            0    00  00       22      247 
       14764.912            0    00  00       23      246 
       14964.912            0    00  00       23      251 
       15164.912            0    00  00       22      247 
       15364.912            0    00  00       23      246 
       15564.904            0    00  00       22      247 
       15764.904            0    00  00       23      247 
       15964.904            0    00  00       24      245 
       16164.904            0    00  00       22      247 
       16364.904            0    00  00       22      248 
       16564.904            0    00  00       23      246 
       16764.904            0    00  00       22      247 
       16964.896            0    00  00       23      246 
       17164.896            0    00  00       23      248 
       17364.896            0    00  00       23      246 
       17564.896            0    00  00       23      248 
       17764.896            0    00  00       22      246 
       17964.896            0    00  00       22      246 
       18164.888            0    00  00       23      247 
       18364.888            0    00  00       22      247 
       18564.888            0    00  00       23      246 
       18764.888            0    00  00       23      247 
       18964.888            0    00  00       22      247 
       19164.888            0    00  00       23      247 
       19364.880            0    00  00       23      247 
       19564.880            0    00  00       23      247 
       19764.880            0    00  00       22      247 
       19964.880            0    00  00       22      247 
       20164.880            0    00  00       22      247 
       20364.880            0    00  00       23      247 
       20564.880            0    00  00       22      248 
       20764.872            0    00  00       23      246 
       20964.872            0    00  00       23      248 
       21164.872            0    00  00       23      247 
       21364.872            0    00  00       22      249 
       21564.872            0    00  00       22      246 
       21764.872            0    00  00       22      247 
       21964.864            0    00  00       23      245 
       22164.864            0    00  00       22      247 
       22364.864            0    00  00       23      248 
       22564.864            0    00  00       23      247 
       22764.864            0    00  00       23      248 
       22964.864            0    00  00       23      245 
       23164.856            0    00  00       22      247 
       23364.856            0    00  00       22      248 
       23564.856            0    00  00       23      247 
       23764.856            0    00  00       22      248 
       23964.856            0    00  00       22      247 
       24164.856            0    00  00       23      247 
       24364.856            0    00  00       23      246 
       24564.848            0    00  00       23      247 
       24764.848            0    00  00       22      247 
       24964.848            0    00  00       23      247 
       25164.848            0    00  00       23      247 
       25364.848            0    00  00       22      246 
       25564.848            0    00  00       22      249 
       25764.840            0    00  00       23      247 
       25964.840            0    00  00       23      247 
       26164.840            0    00  00       23      246 
       26364.840            0    00  00       22      250 
       26564.840            0    00  00       23      247 
       26764.840            0    00  00       23      247 
       26964.840            0    00  00       22      247 
       27164.832            0    00  00       22      248 
       27364.832            0    00  00       23      246 
       27564.832            0    00  00       22      247 
       27764.832            0    00  00       23      248 
       27964.832            0    00  00       23      248 
       28164.832            0    00  00       23      246 
       28364.824            0    00  00       23      247 
       28564.824            0    00  00       21      248 
       28764.824            0    00  00       23      248 
       28964.824            0    00  00       23      247 
       29164.824            0    00  00       22      246 
       29364.824            0    00  00       23      245 
       29564.816            0    00  00       23      246 
       29764.816            0    00  00       23      246 
       29964.816            0    00  00       23      247 
       30164.816            0    00  00       22      246 
       30364.816            0    00  00       23      246 
       30564.816            0    00  00       22      247 
       30764.816            0    00  00       22      247 
       30964.808            0    00  00       22      246 
       31164.808            0    00  00       23      246 
       31364.808            0    00  00       22      249 
       31564.808            0    00  00       23      249 
       31764.808            0    00  00       23      247 
       31964.808            0    00  00       23      248 
       32164.800            0    00  00       22      247 
       32364.800            0    00  00       22      246 
       32564.800            0    00  00       22      246 
       32764.800            0    00  00       23      247 
       32964.800            0    00  00       22      247 
       33164.800            0    00  00       23      246 
       33364.792            0    00  00       23      247 
       33564.792            0    00  00       22      247 
       33764.792            0    00  00       23      247 
       33964.792            0    00  00       23      250 
       34164.792            0    00  00       22      246 
       34364.792            0    00  00       22      246 
       34564.792            0    00  00       22      247 
       34764.784            0    00  00       22      246 
       34964.784            0    00  00       23      247 
       35164.784            0    00  00       22      247 
       35364.784            0    00  00       23      247 
       35564.784            0    00  00       22      248 
       35764.784            0    00  00       23      247 
       35964.776            0    00  00       22      246 
       36164.776            0    00  00       22      248 
       36364.776            0    00  00       22      248 
       36564.776            0    00  00       23      246 
       36764.776            0    00  00       22      247 
       36964.776            0    00  00       22      248 
       37164.768            0    00  00       22      248 
       37364.768            0    00  00       23      247 
       37564.768            0    00  00       23      247 
       37764.768            0    00  00       21      249 
       37964.768            0    00  00       22      246 
       38164.768            0    00  00       23      245 
       38364.768            0    00  00       22      246 
       38564.760            0    00  00       23      246 
       38764.760            0    00  00       23      247 
       38964.760            0    00  00       23      246 
       39164.760            0    00  00       23      246 
       39364.760            0    00  00       22      251 
       39564.760            0    00  00       23      247 
       39764.752            0    00  00       23      247 
       39964.752            0    00  00       22      247 
       40164.752            0    00  00       22      247 
       40364.752            0    00  00       23      246 
       40564.752            0    00  00       22      247 
       40764.752            0    00  00       23      251 
       40964.744            0    00  00       22      248 
       41164.744            0    00  00       23      247 
       41364.744            0    00  00       22      247 
       41564.744            0    00  00       22      247 
       41764.744            0    00  00       22      247 
       41964.744            0    00  00       23      251 
       42164.744            0    00  00       22      254 
       42364.736            0    00  00       23      246 
       42564.736            0    00  00       23      248 
       42764.736            0    00  00       23      247 
       42964.736            0    00  00       23      249 
       43164.736            0    00  00       22      247 
       43364.736            0    00  00       22      248 
       43564.728            0    00  00       23      247 
       43764.728            0    00  00       22      247 
       43964.728            0    00  00       23      245 
       44164.728            0    00  00       23      247 
       44364.728            0    00  00       22      247 
       44564.728            0    00  00       23      247 
       44764.720            0    00  00       23      246 
       44964.720            0    00  00       23      250 
       45164.720            0    00  00       22      248 
       45364.720            0    00  00       22      247 
       45564.720            0    00  00       22      246 
       45764.720            0    00  00       23      246 
       45964.720            0    00  00       22      247 
       46164.712            0    00  00       23      246 
       46364.712            0    00  00       22      246 
       46564.712            0    00  00       23      247 
       46764.712            0    00  00       22      249 
       46964.712            0    00  00       21      248 
       47164.712            0    00  00       22      249 
       47364.704            0    00  00       23      247 
       47564.704            0    00  00       22      246 
       47764.704            0    00  00       23      246 
       47964.704            0    00  00       22      248 
       48164.704            0    00  00       22      247 
       48364.704            0    00  00       23      247 
       48564.696            0    00  00       23      246 
       48764.696            0    00  00       22      247 
       48964.696            0    00  00       22      248 
       49164.696            0    00  00       22      246 
       49364.696            0    00  00       22      246 
       49564.696            0    00  00       23      246 
       49764.696            0    00  00       23      246 
       49964.688            0    00  00       23      251 
       50164.688            0    00  00       22      248 
       50364.688            0    00  00       23      247 
       50564.688            0    00  00       22      246 
       50764.688            0    00  00       22      247 
       50964.688            0    00  00       22      247 
       51164.680            0    00  00       23      246 
       51364.680            0    00  00       22      247 
       51564.680            0    00  00       23      248 
       51764.680            0    00  00       22      248 
       51964.680            0    00  00       23      246 
       52164.680            0    00  00       23      249 
       52364.680            0    00  00       22      247 
       52564.672            0    00  00       22      246 
       52764.672            0    00  00       23      246 
       52964.672            0    00  00       22      251 
       53164.672            0    00  00       23      248 
       53364.672            0    00  00       23      247 
       53564.672            0    00  00       23      246 
       53764.664            0    00  00       23      246 
       53964.664            0    00  00       21      247 
       54164.664            0    00  00       22      246 
       54364.664            0    00  00       23      247 
       54564.664            0    00  00       22      252 
       54764.664            0    00  00       22      248 
       54964.656            0    00  00       23      248 
       55164.656            0    00  00       22      246 
       55364.656            0    00  00       23      247 
       55564.656            0    00  00       23      246 
       55764.656            0    00  00       23      247 
       55964.656            0    00  00       22      246 
       56164.656            0    00  00       22      247 
       56364.648            0    00  00       22      246 
       56564.648            0    00  00       23      248 
       56764.648            0    00  00       23      249 
       56964.648            0    00  00       23      248 
       57164.648            0    00  00       22      255 
       57364.648            0    00  00       23      246 
       57564.640            0    00  00       22      246 
       57764.640            0    00  00       22      246 
       57964.640            0    00  00       22      246 
       58164.640            0    00  00       23      246 
       58364.640            0    00  00       22      247 
       58564.640            0    00  00       23      245 
       58764.632            0    00  00       23      250 
       58964.632            0    00  00       23      246 
