//************************************************
// File Format Version 3.1
// Janus Release 2.2.10
// Acquisition Mode: Timing
// Energy Histogram Channels: 4096
// ToA/ToT LSB: 0.5 ns
// Run start time: Thu Aug 25 17:58:31 2022 UTC
//************************************************
       Tstamp_us        TrgID   Brd  Ch   ToA_LSB   ToT_LSB
         144.704            0    00  00       23      267 
         344.704            0    00  00       22      268 
         544.704            0    00  00       22      269 
         744.696            0    00  00       23      268 
         944.696            0    00  00       23      268 
        1144.696            0    00  00       23      269 
        1344.696            0    00  00       23      268 
        1544.696            0    00  00       22      268 
        1744.696            0    00  00       23      267 
        1944.696            0    00  00       22      268 
        2144.688            0    00  00       22      268 
        2344.688            0    00  00       23      268 
        2544.688            0    00  00       23      267 
        2744.688            0    00  00       23      268 
        2944.688            0    00  00       23      267 
        3144.688            0    00  00       23      267 
        3344.680            0    00  00       22      268 
        3544.680            0    00  00       22      268 
        3744.680            0    00  00       22      269 
        3944.680            0    00  00       23      267 
        4144.680            0    00  00       22      268 
        4344.680            0    00  00       23      267 
        4544.672            0    00  00       22      267 
        4744.672            0    00  00       23      268 
        4944.672            0    00  00       22      273 
        5144.672            0    00  00       22      279 
        5344.672            0    00  00       22      268 
        5544.672            0    00  00       23      268 
        5744.672            0    00  00       22      267 
        5944.664            0    00  00       23      283 
        6144.664            0    00  00       23      268 
        6344.664            0    00  00       23      266 
        6544.664            0    00  00       22      269 
        6744.664            0    00  00       22      268 
        6944.664            0    00  00       22      269 
        7144.656            0    00  00       23      267 
        7344.656            0    00  00       22      268 
        7544.656            0    00  00       23      268 
        7744.656            0    00  00       23      268 
        7944.656            0    00  00       23      267 
        8144.656            0    00  00       23      269 
        8344.648            0    00  00       22      268 
        8544.648            0    00  00       22      267 
        8744.648            0    00  00       23      268 
        8944.648            0    00  00       22      268 
        9144.648            0    00  00       23      268 
        9344.648            0    00  00       23      268 
        9544.648            0    00  00       23      267 
        9744.640            0    00  00       23      267 
        9944.640            0    00  00       22      268 
       10144.640            0    00  00       23      269 
       10344.640            0    00  00       23      267 
       10544.640            0    00  00       22      267 
       10744.640            0    00  00       23      268 
       10944.632            0    00  00       23      268 
       11144.632            0    00  00       22      267 
       11344.632            0    00  00       23      268 
       11544.632            0    00  00       23      267 
       11744.632            0    00  00       23      267 
       11944.632            0    00  00       22      271 
       12144.632            0    00  00       22      267 
       12344.624            0    00  00       22      269 
       12544.624            0    00  00       23      268 
       12744.624            0    00  00       22      269 
       12944.624            0    00  00       23      266 
       13144.624            0    00  00       23      268 
       13344.624            0    00  00       23      267 
       13544.616            0    00  00       23      267 
       13744.616            0    00  00       22      267 
       13944.616            0    00  00       22      271 
       14144.616            0    00  00       23      268 
       14344.616            0    00  00       22      268 
       14544.616            0    00  00       22      268 
       14744.608            0    00  00       23      269 
       14944.608            0    00  00       23      268 
       15144.608            0    00  00       23      268 
       15344.608            0    00  00       23      267 
       15544.608            0    00  00       22      267 
       15744.608            0    00  00       23      268 
       15944.608            0    00  00       22      268 
       16144.600            0    00  00       22      269 
       16344.600            0    00  00       23      267 
       16544.600            0    00  00       23      266 
       16744.600            0    00  00       23      268 
       16944.600            0    00  00       22      268 
       17144.600            0    00  00       23      267 
       17344.592            0    00  00       22      268 
       17544.592            0    00  00       22      267 
       17744.592            0    00  00       22      268 
       17944.592            0    00  00       23      267 
       18144.592            0    00  00       23      267 
       18344.592            0    00  00       23      267 
       18544.584            0    00  00       22      268 
       18744.584            0    00  00       23      267 
       18944.584            0    00  00       22      267 
       19144.584            0    00  00       22      267 
       19344.584            0    00  00       22      269 
       19544.584            0    00  00       22      269 
       19744.584            0    00  00       22      267 
       19944.576            0    00  00       23      268 
       20144.576            0    00  00       23      268 
       20344.576            0    00  00       23      269 
       20544.576            0    00  00       23      268 
