//************************************************
// File Format Version 3.1
// Janus Release 2.2.10
// Acquisition Mode: Timing
// Energy Histogram Channels: 4096
// ToA/ToT LSB: 0.5 ns
// Run start time: Thu Aug 25 17:56:11 2022 UTC
//************************************************
       Tstamp_us        TrgID   Brd  Ch   ToA_LSB   ToT_LSB
          12.064            0    00  00       22      220 
         212.064            0    00  00       23      220 
         412.064            0    00  00       22      221 
         612.064            0    00  00       23      218 
         812.064            0    00  00       23      220 
        1012.064            0    00  00       23      220 
        1212.056            0    00  00       23      219 
        1412.056            0    00  00       22      220 
        1612.056            0    00  00       23      220 
        1812.056            0    00  00       22      220 
        2012.056            0    00  00       21      220 
        2212.056            0    00  00       22      220 
        2412.048            0    00  00       23      220 
        2612.048            0    00  00       22      221 
        2812.048            0    00  00       22      233 
        3012.048            0    00  00       22      221 
        3212.048            0    00  00       23      221 
        3412.048            0    00  00       23      221 
        3612.048            0    00  00       22      219 
        3812.040            0    00  00       22      219 
        4012.040            0    00  00       22      221 
        4212.040            0    00  00       22      220 
        4412.040            0    00  00       23      218 
        4612.040            0    00  00       23      219 
        4812.040            0    00  00       22      220 
        5012.032            0    00  00       23      220 
        5212.032            0    00  00       22      220 
        5412.032            0    00  00       23      220 
        5612.032            0    00  00       22      219 
        5812.032            0    00  00       22      221 
        6012.032            0    00  00       22      222 
        6212.024            0    00  00       23      220 
        6412.024            0    00  00       22      219 
        6612.024            0    00  00       22      222 
        6812.024            0    00  00       22      219 
        7012.024            0    00  00       23      220 
        7212.024            0    00  00       23      220 
        7412.016            0    00  00       23      220 
        7612.016            0    00  00       22      221 
        7812.016            0    00  00       23      219 
        8012.016            0    00  00       22      219 
        8212.016            0    00  00       23      221 
        8412.016            0    00  00       23      219 
        8612.016            0    00  00       23      218 
        8812.008            0    00  00       23      219 
        9012.008            0    00  00       23      220 
        9212.008            0    00  00       23      218 
        9412.008            0    00  00       22      220 
        9612.008            0    00  00       22      220 
        9812.008            0    00  00       22      220 
       10012.000            0    00  00       23      221 
       10212.000            0    00  00       22      219 
       10412.000            0    00  00       23      222 
       10612.000            0    00  00       23      220 
       10812.000            0    00  00       23      221 
       11012.000            0    00  00       23      220 
       11211.992            0    00  00       22      220 
       11411.992            0    00  00       22      220 
       11611.992            0    00  00       23      220 
       11811.992            0    00  00       22      220 
       12011.992            0    00  00       23      218 
       12211.992            0    00  00       23      219 
       12411.992            0    00  00       23      220 
       12611.984            0    00  00       23      220 
       12811.984            0    00  00       22      222 
       13011.984            0    00  00       23      220 
       13211.984            0    00  00       22      220 
       13411.984            0    00  00       22      222 
       13611.984            0    00  00       22      221 
       13811.976            0    00  00       23      219 
       14011.976            0    00  00       22      221 
       14211.976            0    00  00       23      222 
       14411.976            0    00  00       23      220 
       14611.976            0    00  00       23      219 
       14811.976            0    00  00       23      223 
       15011.968            0    00  00       23      218 
       15211.968            0    00  00       22      220 
       15411.968            0    00  00       22      220 
       15611.968            0    00  00       22      219 
       15811.968            0    00  00       22      218 
       16011.968            0    00  00       23      220 
       16211.968            0    00  00       22      220 
       16411.960            0    00  00       23      221 
       16611.960            0    00  00       22      221 
       16811.960            0    00  00       23      222 
       17011.960            0    00  00       22      220 
       17211.960            0    00  00       22      219 
       17411.960            0    00  00       22      221 
       17611.952            0    00  00       23      220 
       17811.952            0    00  00       22      220 
       18011.952            0    00  00       23      224 
       18211.952            0    00  00       23      221 
       18411.952            0    00  00       22      221 
       18611.952            0    00  00       23      221 
       18811.944            0    00  00       22      219 
       19011.944            0    00  00       23      221 
       19211.944            0    00  00       23      221 
       19411.944            0    00  00       22      220 
       19611.944            0    00  00       22      220 
       19811.944            0    00  00       23      220 
       20011.944            0    00  00       22      220 
       20211.936            0    00  00       23      220 
       20411.936            0    00  00       23      221 
       20611.936            0    00  00       23      221 
       20811.936            0    00  00       24      221 
       21011.936            0    00  00       21      221 
       21211.936            0    00  00       22      220 
       21411.928            0    00  00       22      220 
       21611.928            0    00  00       22      219 
       21811.928            0    00  00       22      220 
       22011.928            0    00  00       23      219 
       22211.928            0    00  00       22      220 
       22411.928            0    00  00       23      221 
       22611.920            0    00  00       23      219 
       22811.920            0    00  00       23      218 
       23011.920            0    00  00       23      219 
       23211.920            0    00  00       22      220 
       23411.920            0    00  00       22      221 
       23611.920            0    00  00       23      220 
       23811.920            0    00  00       22      220 
       24011.912            0    00  00       23      219 
       24211.912            0    00  00       23      221 
       24411.912            0    00  00       23      223 
       24611.912            0    00  00       23      221 
       24811.912            0    00  00       21      222 
       25011.912            0    00  00       22      219 
       25211.904            0    00  00       22      222 
       25411.904            0    00  00       22      222 
       25611.904            0    00  00       22      221 
       25811.904            0    00  00       23      220 
       26011.904            0    00  00       22      220 
       26211.904            0    00  00       23      220 
       26411.896            0    00  00       22      220 
       26611.896            0    00  00       23      220 
       26811.896            0    00  00       22      222 
       27011.896            0    00  00       22      220 
       27211.896            0    00  00       22      220 
       27411.896            0    00  00       23      220 
       27611.896            0    00  00       22      219 
       27811.888            0    00  00       23      220 
       28011.888            0    00  00       23      220 
       28211.888            0    00  00       23      218 
       28411.888            0    00  00       23      220 
       28611.888            0    00  00       22      221 
       28811.888            0    00  00       23      220 
       29011.880            0    00  00       23      220 
       29211.880            0    00  00       22      220 
       29411.880            0    00  00       22      223 
       29611.880            0    00  00       23      219 
       29811.880            0    00  00       22      220 
       30011.880            0    00  00       23      219 
       30211.872            0    00  00       23      219 
       30411.872            0    00  00       23      220 
       30611.872            0    00  00       23      220 
       30811.872            0    00  00       22      220 
       31011.872            0    00  00       22      220 
       31211.872            0    00  00       22      221 
       31411.872            0    00  00       22      220 
       31611.864            0    00  00       22      221 
       31811.864            0    00  00       23      220 
       32011.864            0    00  00       23      219 
       32211.864            0    00  00       23      220 
       32411.864            0    00  00       22      220 
       32611.864            0    00  00       23      219 
       32811.856            0    00  00       23      219 
       33011.856            0    00  00       22      219 
       33211.856            0    00  00       22      220 
       33411.856            0    00  00       23      219 
       33611.856            0    00  00       22      220 
       33811.856            0    00  00       23      221 
       34011.848            0    00  00       22      224 
       34211.848            0    00  00       23      219 
       34411.848            0    00  00       23      221 
       34611.848            0    00  00       21      222 
       34811.848            0    00  00       22      222 
       35011.848            0    00  00       23      220 
       35211.848            0    00  00       22      220 
       35411.840            0    00  00       23      221 
       35611.840            0    00  00       23      220 
       35811.840            0    00  00       22      221 
       36011.840            0    00  00       23      220 
       36211.840            0    00  00       22      220 
       36411.840            0    00  00       23      221 
       36611.832            0    00  00       23      220 
       36811.832            0    00  00       22      220 
       37011.832            0    00  00       22      221 
       37211.832            0    00  00       23      221 
       37411.832            0    00  00       22      219 
       37611.832            0    00  00       23      220 
       37811.824            0    00  00       22      220 
       38011.824            0    00  00       23      219 
       38211.824            0    00  00       23      220 
       38411.824            0    00  00       22      220 
       38611.824            0    00  00       22      220 
       38811.824            0    00  00       23      220 
       39011.824            0    00  00       22      219 
       39211.816            0    00  00       22      221 
       39411.816            0    00  00       23      220 
       39611.816            0    00  00       23      218 
       39811.816            0    00  00       23      221 
       40011.816            0    00  00       22      220 
       40211.816            0    00  00       23      221 
       40411.808            0    00  00       22      221 
       40611.808            0    00  00       22      218 
       40811.808            0    00  00       22      218 
       41011.808            0    00  00       23      219 
       41211.808            0    00  00       22      223 
       41411.808            0    00  00       22      220 
       41611.800            0    00  00       23      220 
       41811.800            0    00  00       23      220 
       42011.800            0    00  00       23      221 
       42211.800            0    00  00       23      219 
       42411.800            0    00  00       22      221 
       42611.800            0    00  00       22      219 
       42811.800            0    00  00       22      221 
       43011.792            0    00  00       22      221 
       43211.792            0    00  00       23      220 
       43411.792            0    00  00       22      222 
       43611.792            0    00  00       23      220 
       43811.792            0    00  00       23      221 
       44011.792            0    00  00       23      220 
       44211.784            0    00  00       22      220 
       44411.784            0    00  00       22      220 
       44611.784            0    00  00       22      220 
       44811.784            0    00  00       23      220 
       45011.784            0    00  00       22      220 
       45211.784            0    00  00       22      221 
       45411.776            0    00  00       23      220 
       45611.776            0    00  00       22      221 
       45811.776            0    00  00       23      220 
       46011.776            0    00  00       22      222 
       46211.776            0    00  00       22      219 
       46411.776            0    00  00       23      219 
       46611.776            0    00  00       22      220 
       46811.768            0    00  00       23      219 
       47011.768            0    00  00       23      220 
       47211.768            0    00  00       22      222 
       47411.768            0    00  00       23      220 
       47611.768            0    00  00       23      220 
       47811.768            0    00  00       22      220 
       48011.760            0    00  00       22      220 
       48211.760            0    00  00       21      220 
       48411.760            0    00  00       22      223 
       48611.760            0    00  00       23      220 
       48811.760            0    00  00       22      219 
       49011.760            0    00  00       22      223 
       49211.752            0    00  00       23      220 
       49411.752            0    00  00       22      222 
       49611.752            0    00  00       23      220 
       49811.752            0    00  00       23      219 
       50011.752            0    00  00       23      219 
       50211.752            0    00  00       22      221 
       50411.752            0    00  00       22      219 
       50611.744            0    00  00       22      219 
       50811.744            0    00  00       23      220 
       51011.744            0    00  00       22      220 
       51211.744            0    00  00       23      220 
       51411.744            0    00  00       23      220 
       51611.744            0    00  00       23      220 
       51811.736            0    00  00       23      220 
       52011.736            0    00  00       21      220 
       52211.736            0    00  00       22      221 
       52411.736            0    00  00       22      218 
       52611.736            0    00  00       22      220 
       52811.736            0    00  00       22      222 
       53011.728            0    00  00       23      219 
       53211.728            0    00  00       22      222 
       53411.728            0    00  00       23      220 
       53611.728            0    00  00       22      220 
       53811.728            0    00  00       23      220 
       54011.728            0    00  00       22      221 
       54211.728            0    00  00       22      220 
       54411.720            0    00  00       22      221 
       54611.720            0    00  00       23      219 
       54811.720            0    00  00       22      219 
       55011.720            0    00  00       22      225 
       55211.720            0    00  00       23      220 
       55411.720            0    00  00       23      226 
       55611.712            0    00  00       23      219 
       55811.712            0    00  00       21      220 
       56011.712            0    00  00       22      219 
       56211.712            0    00  00       22      221 
       56411.712            0    00  00       22      219 
       56611.712            0    00  00       22      219 
       56811.704            0    00  00       23      221 
       57011.704            0    00  00       22      221 
       57211.704            0    00  00       23      220 
       57411.704            0    00  00       23      218 
       57611.704            0    00  00       23      220 
       57811.704            0    00  00       23      221 
       58011.704            0    00  00       22      222 
       58211.696            0    00  00       22      220 
       58411.696            0    00  00       23      220 
       58611.696            0    00  00       22      220 
       58811.696            0    00  00       22      221 
       59011.696            0    00  00       23      220 
       59211.696            0    00  00       23      220 
       59411.688            0    00  00       23      221 
       59611.688            0    00  00       22      220 
       59811.688            0    00  00       23      219 
       60011.688            0    00  00       23      223 
       60211.688            0    00  00       22      224 
       60411.688            0    00  00       22      221 
       60611.680            0    00  00       23      220 
       60811.680            0    00  00       22      221 
       61011.680            0    00  00       23      218 
       61211.680            0    00  00       22      219 
       61411.680            0    00  00       23      219 
       61611.680            0    00  00       23      221 
       61811.680            0    00  00       22      220 
       62011.672            0    00  00       22      219 
       62211.672            0    00  00       22      220 
       62411.672            0    00  00       22      220 
       62611.672            0    00  00       22      221 
       62811.672            0    00  00       23      220 
       63011.672            0    00  00       22      220 
       63211.664            0    00  00       23      221 
       63411.664            0    00  00       22      220 
       63611.664            0    00  00       23      222 
       63811.664            0    00  00       23      218 
       64011.664            0    00  00       22      220 
       64211.664            0    00  00       22      222 
       64411.656            0    00  00       23      219 
       64611.656            0    00  00       22      220 
       64811.656            0    00  00       23      221 
       65011.656            0    00  00       22      220 
       65211.656            0    00  00       23      221 
       65411.656            0    00  00       23      220 
       65611.656            0    00  00       22      220 
       65811.648            0    00  00       22      219 
       66011.648            0    00  00       23      219 
       66211.648            0    00  00       22      219 
       66411.648            0    00  00       22      220 
       66611.648            0    00  00       23      220 
       66811.648            0    00  00       23      219 
       67011.640            0    00  00       24      224 
       67211.640            0    00  00       22      220 
       67411.640            0    00  00       23      219 
       67611.640            0    00  00       22      219 
       67811.640            0    00  00       22      220 
       68011.640            0    00  00       22      221 
       68211.632            0    00  00       23      220 
       68411.632            0    00  00       22      220 
       68611.632            0    00  00       23      219 
       68811.632            0    00  00       23      219 
       69011.632            0    00  00       23      219 
       69211.632            0    00  00       23      220 
       69411.624            0    00  00       23      222 
       69611.624            0    00  00       22      221 
       69811.624            0    00  00       23      219 
       70011.624            0    00  00       22      220 
       70211.624            0    00  00       23      221 
       70411.624            0    00  00       22      231 
       70611.624            0    00  00       22      223 
       70811.616            0    00  00       23      223 
       71011.616            0    00  00       22      220 
       71211.616            0    00  00       23      219 
       71411.616            0    00  00       22      219 
       71611.616            0    00  00       21      222 
       71811.616            0    00  00       22      219 
       72011.608            0    00  00       23      218 
       72211.608            0    00  00       22      219 
       72411.608            0    00  00       22      220 
       72611.608            0    00  00       23      220 
       72811.608            0    00  00       22      219 
       73011.608            0    00  00       23      220 
       73211.600            0    00  00       23      221 
       73411.600            0    00  00       23      220 
       73611.600            0    00  00       22      221 
       73811.600            0    00  00       22      219 
       74011.600            0    00  00       22      221 
       74211.600            0    00  00       23      220 
       74411.600            0    00  00       22      220 
       74611.592            0    00  00       23      223 
       74811.592            0    00  00       23      220 
       75011.592            0    00  00       23      221 
       75211.592            0    00  00       24      218 
       75411.592            0    00  00       22      219 
       75611.592            0    00  00       22      221 
       75811.584            0    00  00       23      218 
       76011.584            0    00  00       22      219 
       76211.584            0    00  00       22      219 
       76411.584            0    00  00       23      220 
       76611.584            0    00  00       22      220 
       76811.584            0    00  00       23      221 
       77011.576            0    00  00       22      220 
       77211.576            0    00  00       23      220 
       77411.576            0    00  00       23      219 
       77611.576            0    00  00       22      219 
       77811.576            0    00  00       22      220 
       78011.576            0    00  00       23      220 
       78211.576            0    00  00       23      218 
       78411.568            0    00  00       23      220 
       78611.568            0    00  00       23      220 
       78811.568            0    00  00       23      219 
       79011.568            0    00  00       23      219 
       79211.568            0    00  00       22      226 
       79411.568            0    00  00       22      221 
       79611.560            0    00  00       23      220 
       79811.560            0    00  00       22      221 
       80011.560            0    00  00       22      220 
       80211.560            0    00  00       23      220 
       80411.560            0    00  00       22      220 
       80611.560            0    00  00       23      220 
       80811.552            0    00  00       22      220 
       81011.552            0    00  00       23      219 
       81211.552            0    00  00       22      221 
       81411.552            0    00  00       22      220 
