//************************************************
// File Format Version 3.1
// Janus Release 2.2.10
// Acquisition Mode: Timing
// Energy Histogram Channels: 4096
// ToA/ToT LSB: 0.5 ns
// Run start time: Thu Aug 25 17:54:41 2022 UTC
//************************************************
       Tstamp_us        TrgID   Brd  Ch   ToA_LSB   ToT_LSB
         139.488            0    00  00       24      166 
         339.488            0    00  00       23      166 
         539.488            0    00  00       23      166 
         739.488            0    00  00       23      169 
         939.488            0    00  00       23      169 
        1139.488            0    00  00       23      167 
        1339.488            0    00  00       22      167 
        1539.480            0    00  00       23      166 
        1739.480            0    00  00       23      168 
        1939.480            0    00  00       22      170 
        2139.480            0    00  00       23      164 
        2339.480            0    00  00       23      167 
        2539.480            0    00  00       23      166 
        2739.472            0    00  00       24      164 
        2939.472            0    00  00       22      167 
        3139.472            0    00  00       23      167 
        3339.472            0    00  00       23      167 
        3539.472            0    00  00       22      167 
        3739.472            0    00  00       23      166 
        3939.464            0    00  00       23      167 
        4139.464            0    00  00       23      167 
        4339.464            0    00  00       23      169 
        4539.464            0    00  00       23      169 
        4739.464            0    00  00       23      163 
        4939.464            0    00  00       23      167 
        5139.464            0    00  00       22      166 
        5339.456            0    00  00       22      171 
        5539.456            0    00  00       23      167 
        5739.456            0    00  00       22      167 
        5939.456            0    00  00       22      170 
        6139.456            0    00  00       23      167 
        6339.456            0    00  00       23      168 
        6539.448            0    00  00       23      167 
        6739.448            0    00  00       23      167 
        6939.448            0    00  00       23      169 
        7139.448            0    00  00       22      171 
        7339.448            0    00  00       22      164 
        7539.448            0    00  00       22      167 
        7739.440            0    00  00       23      171 
        7939.440            0    00  00       22      168 
        8139.440            0    00  00       23      169 
        8339.440            0    00  00       23      168 
        8539.440            0    00  00       23      162 
        8739.440            0    00  00       23      168 
        8939.432            0    00  00       23      166 
        9139.432            0    00  00       23      170 
        9339.432            0    00  00       23      167 
        9539.432            0    00  00       22      167 
        9739.432            0    00  00       22      170 
        9939.432            0    00  00       23      167 
       10139.432            0    00  00       22      169 
       10339.424            0    00  00       23      168 
       10539.424            0    00  00       23      168 
       10739.424            0    00  00       23      166 
       10939.424            0    00  00       24      163 
       11139.424            0    00  00       22      167 
       11339.424            0    00  00       22      163 
       11539.416            0    00  00       23      167 
       11739.416            0    00  00       22      169 
       11939.416            0    00  00       23      166 
       12139.416            0    00  00       23      168 
       12339.416            0    00  00       22      174 
       12539.416            0    00  00       23      167 
       12739.408            0    00  00       22      168 
       12939.408            0    00  00       23      166 
       13139.408            0    00  00       23      169 
       13339.408            0    00  00       22      167 
       13539.408            0    00  00       23      164 
       13739.408            0    00  00       23      167 
       13939.408            0    00  00       22      167 
       14139.400            0    00  00       23      167 
       14339.400            0    00  00       23      169 
       14539.400            0    00  00       23      164 
       14739.400            0    00  00       23      168 
       14939.400            0    00  00       22      166 
       15139.400            0    00  00       23      165 
       15339.392            0    00  00       23      167 
       15539.392            0    00  00       22      166 
       15739.392            0    00  00       22      169 
       15939.392            0    00  00       23      167 
       16139.392            0    00  00       22      167 
       16339.392            0    00  00       23      166 
       16539.384            0    00  00       23      167 
       16739.384            0    00  00       23      166 
       16939.384            0    00  00       23      168 
       17139.384            0    00  00       23      167 
       17339.384            0    00  00       23      166 
       17539.384            0    00  00       23      168 
       17739.384            0    00  00       22      166 
       17939.376            0    00  00       23      165 
       18139.376            0    00  00       23      168 
       18339.376            0    00  00       23      166 
       18539.376            0    00  00       23      166 
       18739.376            0    00  00       23      167 
       18939.376            0    00  00       23      166 
       19139.368            0    00  00       23      167 
       19339.368            0    00  00       23      168 
       19539.368            0    00  00       23      167 
       19739.368            0    00  00       23      167 
       19939.368            0    00  00       22      169 
       20139.368            0    00  00       23      166 
       20339.360            0    00  00       23      165 
       20539.360            0    00  00       22      167 
       20739.360            0    00  00       23      168 
       20939.360            0    00  00       24      165 
       21139.360            0    00  00       23      168 
       21339.360            0    00  00       23      165 
       21539.352            0    00  00       23      167 
       21739.352            0    00  00       22      168 
       21939.352            0    00  00       23      167 
       22139.352            0    00  00       22      170 
       22339.352            0    00  00       22      170 
       22539.352            0    00  00       23      166 
       22739.352            0    00  00       23      166 
       22939.344            0    00  00       23      165 
       23139.344            0    00  00       23      168 
       23339.344            0    00  00       23      169 
       23539.344            0    00  00       23      164 
       23739.344            0    00  00       22      169 
       23939.344            0    00  00       22      168 
       24139.336            0    00  00       23      167 
       24339.336            0    00  00       22      166 
       24539.336            0    00  00       22      169 
       24739.336            0    00  00       23      169 
       24939.336            0    00  00       22      170 
       25139.336            0    00  00       23      167 
       25339.328            0    00  00       23      166 
       25539.328            0    00  00       23      166 
       25739.328            0    00  00       23      168 
       25939.328            0    00  00       22      167 
       26139.328            0    00  00       22      169 
       26339.328            0    00  00       23      167 
       26539.328            0    00  00       23      165 
       26739.320            0    00  00       23      166 
       26939.320            0    00  00       23      171 
       27139.320            0    00  00       23      166 
       27339.320            0    00  00       23      166 
       27539.320            0    00  00       22      169 
       27739.320            0    00  00       23      168 
       27939.312            0    00  00       23      165 
       28139.312            0    00  00       22      167 
       28339.312            0    00  00       22      165 
       28539.312            0    00  00       23      167 
       28739.312            0    00  00       22      170 
       28939.312            0    00  00       23      165 
       29139.304            0    00  00       23      171 
       29339.304            0    00  00       23      166 
       29539.304            0    00  00       23      169 
       29739.304            0    00  00       23      169 
       29939.304            0    00  00       24      166 
       30139.304            0    00  00       23      166 
       30339.304            0    00  00       22      166 
       30539.296            0    00  00       23      173 
       30739.296            0    00  00       23      168 
       30939.296            0    00  00       22      169 
       31139.296            0    00  00       23      168 
       31339.296            0    00  00       24      162 
