//************************************************
// File Format Version 3.1
// Janus Release 2.2.10
// Acquisition Mode: Timing
// Energy Histogram Channels: 4096
// ToA/ToT LSB: 0.5 ns
// Run start time: Thu Aug 25 18:00:45 2022 UTC
//************************************************
       Tstamp_us        TrgID   Brd  Ch   ToA_LSB   ToT_LSB
          39.000            0    00  00       23      280 
         239.000            0    00  00       23      281 
         439.000            0    00  00       23      282 
         638.992            0    00  00       23      281 
         838.992            0    00  00       22      280 
        1038.992            0    00  00       23      280 
        1238.992            0    00  00       22      284 
        1438.992            0    00  00       23      280 
        1638.992            0    00  00       23      281 
        1838.992            0    00  00       22      281 
        2038.984            0    00  00       23      280 
        2238.984            0    00  00       21      280 
        2438.984            0    00  00       22      280 
        2638.984            0    00  00       23      280 
        2838.984            0    00  00       22      282 
        3038.984            0    00  00       22      281 
        3238.976            0    00  00       23      281 
        3438.976            0    00  00       22      281 
        3638.976            0    00  00       23      282 
        3838.976            0    00  00       23      280 
        4038.976            0    00  00       23      281 
        4238.976            0    00  00       23      280 
        4438.976            0    00  00       22      280 
        4638.968            0    00  00       22      281 
        4838.968            0    00  00       23      280 
        5038.968            0    00  00       23      280 
        5238.968            0    00  00       23      280 
        5438.968            0    00  00       22      281 
        5638.968            0    00  00       23      279 
        5838.960            0    00  00       22      281 
        6038.960            0    00  00       22      280 
        6238.960            0    00  00       22      281 
        6438.960            0    00  00       23      280 
        6638.960            0    00  00       22      281 
        6838.960            0    00  00       23      280 
        7038.952            0    00  00       23      280 
        7238.952            0    00  00       23      281 
        7438.952            0    00  00       22      281 
        7638.952            0    00  00       22      280 
        7838.952            0    00  00       22      281 
        8038.952            0    00  00       23      280 
        8238.952            0    00  00       23      280 
        8438.944            0    00  00       23      281 
        8638.944            0    00  00       23      280 
        8838.944            0    00  00       23      281 
        9038.944            0    00  00       23      280 
        9238.944            0    00  00       22      280 
        9438.944            0    00  00       22      281 
        9638.936            0    00  00       23      280 
        9838.936            0    00  00       23      284 
       10038.936            0    00  00       23      280 
       10238.936            0    00  00       23      279 
       10438.936            0    00  00       23      280 
       10638.936            0    00  00       22      281 
       10838.936            0    00  00       22      280 
       11038.928            0    00  00       22      281 
       11238.928            0    00  00       23      281 
       11438.928            0    00  00       22      282 
       11638.928            0    00  00       23      280 
       11838.928            0    00  00       22      280 
       12038.928            0    00  00       23      280 
       12238.920            0    00  00       22      281 
       12438.920            0    00  00       22      283 
       12638.920            0    00  00       22      281 
       12838.920            0    00  00       23      280 
       13038.920            0    00  00       22      281 
       13238.920            0    00  00       23      279 
       13438.912            0    00  00       22      281 
       13638.912            0    00  00       23      279 
       13838.912            0    00  00       23      280 
       14038.912            0    00  00       22      281 
       14238.912            0    00  00       22      281 
       14438.912            0    00  00       23      280 
       14638.912            0    00  00       22      281 
       14838.904            0    00  00       23      280 
       15038.904            0    00  00       22      280 
       15238.904            0    00  00       23      281 
       15438.904            0    00  00       22      281 
       15638.904            0    00  00       22      280 
       15838.904            0    00  00       22      281 
       16038.896            0    00  00       23      280 
       16238.896            0    00  00       22      281 
       16438.896            0    00  00       23      280 
       16638.896            0    00  00       22      281 
       16838.896            0    00  00       23      280 
       17038.896            0    00  00       23      281 
       17238.896            0    00  00       22      283 
       17438.888            0    00  00       22      279 
       17638.888            0    00  00       23      280 
       17838.888            0    00  00       22      280 
       18038.888            0    00  00       23      300 
       18238.888            0    00  00       23      280 
       18438.888            0    00  00       23      280 
       18638.880            0    00  00       22      281 
       18838.880            0    00  00       22      280 
       19038.880            0    00  00       22      281 
       19238.880            0    00  00       23      288 
       19438.880            0    00  00       22      283 
       19638.880            0    00  00       23      280 
       19838.872            0    00  00       22      281 
       20038.872            0    00  00       23      280 
       20238.872            0    00  00       23      281 
       20438.872            0    00  00       22      279 
       20638.872            0    00  00       22      282 
       20838.872            0    00  00       23      280 
       21038.872            0    00  00       22      280 
       21238.864            0    00  00       23      280 
       21438.864            0    00  00       23      280 
       21638.864            0    00  00       23      280 
       21838.864            0    00  00       23      280 
       22038.864            0    00  00       22      280 
       22238.864            0    00  00       22      281 
       22438.856            0    00  00       23      280 
       22638.856            0    00  00       21      281 
       22838.856            0    00  00       23      280 
       23038.856            0    00  00       23      281 
       23238.856            0    00  00       23      281 
       23438.856            0    00  00       23      281 
       23638.856            0    00  00       22      280 
       23838.848            0    00  00       22      279 
       24038.848            0    00  00       23      280 
       24238.848            0    00  00       22      280 
       24438.848            0    00  00       23      280 
       24638.848            0    00  00       23      280 
       24838.848            0    00  00       23      288 
       25038.840            0    00  00       23      281 
       25238.840            0    00  00       22      280 
       25438.840            0    00  00       22      281 
       25638.840            0    00  00       23      280 
       25838.840            0    00  00       22      279 
       26038.840            0    00  00       23      282 
       26238.832            0    00  00       23      281 
       26438.832            0    00  00       23      290 
       26638.832            0    00  00       23      287 
       26838.832            0    00  00       22      280 
       27038.832            0    00  00       22      281 
       27238.832            0    00  00       23      280 
       27438.832            0    00  00       22      282 
       27638.824            0    00  00       23      279 
       27838.824            0    00  00       23      280 
       28038.824            0    00  00       23      281 
       28238.824            0    00  00       23      280 
       28438.824            0    00  00       22      280 
       28638.824            0    00  00       23      281 
       28838.816            0    00  00       23      280 
       29038.816            0    00  00       22      281 
       29238.816            0    00  00       23      279 
       29438.816            0    00  00       23      280 
       29638.816            0    00  00       23      279 
       29838.816            0    00  00       23      284 
       30038.808            0    00  00       23      289 
       30238.808            0    00  00       22      280 
       30438.808            0    00  00       22      280 
       30638.808            0    00  00       22      280 
       30838.808            0    00  00       22      283 
       31038.808            0    00  00       23      280 
       31238.808            0    00  00       23      281 
       31438.800            0    00  00       23      281 
       31638.800            0    00  00       23      280 
       31838.800            0    00  00       23      280 
       32038.800            0    00  00       23      280 
       32238.800            0    00  00       22      280 
       32438.800            0    00  00       22      281 
       32638.792            0    00  00       23      280 
       32838.792            0    00  00       23      282 
       33038.792            0    00  00       22      281 
       33238.792            0    00  00       22      282 
       33438.792            0    00  00       23      281 
       33638.792            0    00  00       22      281 
       33838.792            0    00  00       22      280 
       34038.784            0    00  00       23      280 
       34238.784            0    00  00       23      279 
